automobile_id,car_model,brand_name,length_mm,width_mm,height_mm,kg,rank
645,BMW 320d,BMW,4770.0,1852.0,1394.0,1890.0,2
646,BMW 320i,BMW,4770.0,1852.0,1392.0,1820.0,2
649,2025 BMW Z4,BMW,4323.0,1864.0,1303.0,1550.0,1
651,BMW 330i,BMW,5060.0,1900.0,1514.0,2350.0,2
654,2025 BMW M4 CS,BMW,4801.0,1918.0,1400.0,1760.0,2
665,2024 BMW M3,BMW,4796.0,1918.0,1438.0,1840.0,2
666,2024 BMW X5,BMW,4935.0,2004.0,1755.0,2420.0,2
667,2024 BMW X6,BMW,4961.0,2004.0,1694.0,2315.0,2
668,2024 BMW X5 M,BMW,4948.0,2014.0,1763.0,2400.0,2
670,BMW 530e,BMW,559.0,1900.0,1514.0,1905.0,2
671,2024 BMW i5,BMW,5060.0,1900.0,1514.0,2305.0,2
672,2024 BMW iX2,BMW,4554.0,1844.0,1560.0,2095.0,2
673,2024 BMW X2,BMW,4567.0,1844.0,1575.0,1770.0,2
682,BMW 335d,BMW,4714.0,1826.0,1440.0,1825.0,2
684,BMW 335i,BMW,4501.0,1844.0,1615.0,2010.0,2
686,BMW iX3,BMW,4501.0,1844.0,1641.0,1690.0,2
687,2023 BMW M2,BMW,4580.0,1887.0,1402.0,1725.0,2
689,2023 BMW i7,BMW,5390.0,1951.0,1544.0,,
690,2023 BMW XM,BMW,5110.0,2004.0,1755.0,2710.0,3
692,BMW M5 CS,BMW,5001.0,1902.0,1468.0,190.0,1
693,2022 BMW i4,BMW,4783.0,1852.0,1448.0,2215.0,2
694,2021 BMW M4,BMW,4793.0,1887.0,1394.0,1995.0,2
695,2022 BMW X3,BMW,4714.0,1897.0,1676.0,2080.0,2
696,BMW X4,BMW,4750.0,1938.0,1621.0,2095.0,2
697,BMW 530i,BMW,4717.0,1897.0,1669.0,2085.0,2
698,BMW 540i,BMW,4755.0,1928.0,1621.0,2085.0,2
710,BMW M5,BMW,4770.0,1852.0,1394.0,1965.0,2
716,2019 BMW M8,BMW,4867.0,1908.0,1361.0,1960.0,2
720,2020 BMW X6,BMW,4935.0,2004.0,1697.0,2335.0,2
722,2019 BMW M2 CS,BMW,4460.0,1872.0,1415.0,1650.0,2
723,2020 BMW X5 M,BMW,4938.0,2014.0,1748.0,2310.0,2
724,2020 BMW X6 M,BMW,4940.0,2019.0,1692.0,2295.0,2
734,BMW M850i,BMW,4460.0,1854.0,1410.0,1650.0,2
736,2019 BMW X5,BMW,4923.0,2004.0,1745.0,2350.0,2
738,2019 BMW Z4,BMW,4323.0,1864.0,1303.0,1480.0,1
744,2018 BMW M4 CS,BMW,4671.0,1869.0,1389.0,1580.0,1
750,BMW X3 (G01) 2017-2021,BMW,4709.0,1890.0,1676.0,1895.0,2
752,BMW i3 2017-Present,BMW,4011.0,1775.0,1598.0,1365.0,1
753,BMW i3s 2017-Present,BMW,4006.0,1791.0,1590.0,1385.0,1
754,BMW M3 CS (F80) 2017-2018,BMW,4671.0,1877.0,1430.0,1660.0,2
757,2016 BMW X1,BMW,4440.0,1821.0,1598.0,1575.0,1
761,2015 BMW M4 GTS,BMW,4689.0,1869.0,1379.0,1510.0,1
768,BMW M2 (F87) 2015-2018,BMW,4468.0,1854.0,1410.0,1570.0,1
769,BMW X5 (F15) 2014-2018,BMW,4887.0,1938.0,1763.0,2355.0,2
810,2010 BMW X5 (E70),BMW,4856.0,1933.0,1775.0,2355.0,2
812,BMW X3 (F25) 2010-2013,BMW,4648.0,1880.0,1661.0,1925.0,2
817,BMW M3 Coupe (E92) LCI 2010-2013,BMW,4615.0,1803.0,1425.0,1600.0,2
821,2010 BMW X1,BMW,4453.0,1796.0,1544.0,1685.0,2
824,BMW M3 Sedan (E90) 2008-2011,BMW,4580.0,1798.0,1448.0,1625.0,2
825,BMW M3 Cabriolet (E93) 2008-2013,BMW,4580.0,1778.0,1379.0,1830.0,2
827,2008 BMW X6,BMW,4877.0,1984.0,1689.0,2265.0,2
834,BMW X5 (E70) 2007-2009,BMW,4854.0,1933.0,1765.0,2085.0,2
839,BMW X3 (E83) 2007-2010,BMW,4656.0,1854.0,1674.0,1875.0,2
842,BMW M3 Coupe (E92) 2007-2011,BMW,4615.0,1816.0,1417.0,1600.0,2
845,BMW M6 Cabrio (E64) 2006-2010,BMW,4872.0,1854.0,1372.0,1905.0,2
851,2005 BMW M5,BMW,4854.0,1847.0,1468.0,1830.0,2
853,BMW M6 Coupe (E63) 2005-2010,BMW,4872.0,1854.0,1372.0,1785.0,2
857,BMW X3 (E83) 2004-2007,BMW,4656.0,1854.0,1674.0,1925.0,2
862,BMW X5 (E53) 2003-2007,BMW,4666.0,1872.0,1715.0,2200.0,2
863,BMW M3 CSL (E46) 2003,BMW,4493.0,1781.0,1364.0,1285.0,1
866,BMW M3 Cabriolet (E46) 2001-2007,BMW,4493.0,1781.0,1369.0,1630.0,2
870,2000 BMW M3 Coupe,BMW,4493.0,1781.0,1372.0,1470.0,1
873,2000 BMW X5 (E53),BMW,4666.0,1872.0,1715.0,2180.0,2
874,BMW Z8 Roadster (E52) 2000-2003,BMW,4399.0,1829.0,1318.0,1590.0,1
877,1998 BMW M5,BMW,4783.0,1801.0,1438.0,1695.0,2
879,BMW M Coupe (E36) 1998-2002,BMW,4026.0,1740.0,1280.0,1390.0,1
880,BMW Z3 Coupe (E36) 1998-2002,BMW,4026.0,1740.0,1306.0,1330.0,1
883,BMW M Roadster (E36) 1997-2002,BMW,4026.0,1740.0,1288.0,1350.0,1
884,BMW L7 (E38) 1997-2001,BMW,5370.0,1859.0,1420.0,2120.0,2
885,BMW Z3 Roadster (E36) 1996-2003,BMW,4049.0,1740.0,1293.0,1345.0,1
888,BMW M3 Sedan (E36) 1994-1998,BMW,4430.0,1709.0,1359.0,1460.0,1
889,BMW M3 Cabriolet (E36) 1994-1999,BMW,4430.0,1709.0,1339.0,1560.0,1
893,BMW M3 Coupe (E36) 1992-1998,BMW,4432.0,1796.0,1336.0,1460.0,1
895,1992 BMW M5 Touring,BMW,4719.0,1750.0,1400.0,1785.0,2
899,BMW Z1 (E30) 1988-1991,BMW,3950.0,1801.0,1278.0,1250.0,1
901,1988 BMW M5,BMW,4719.0,1750.0,1412.0,1670.0,2
903,BMW M3 Coupe (E30) 1986-1992,BMW,4346.0,1679.0,1364.0,1240.0,1
905,1985 BMW M5,BMW,4620.0,1699.0,1400.0,1445.0,1
906,1984 BMW M635 CSi (E24),BMW,4755.0,1725.0,1354.0,1505.0,1
910,BMW M535i,BMW,4618.0,1689.0,1422.0,1390.0,1
911,BMW 635 CSi (E24) 1978-1989,BMW,4755.0,1753.0,1384.0,1501.0,1
912,BMW M1 (E26) 1978-1981,BMW,4359.0,1824.0,1138.0,1300.0,1
914,BMW 630 CS (E24) 1976-1979,BMW,4755.0,1753.0,1384.0,1450.0,1
916,BMW 2002 Turbo,BMW,4219.0,1621.0,1410.0,1060.0,1
918,BMW 3.0 CSL (E9) 1971-1975,BMW,4630.0,1811.0,1369.0,1250.0,1
919,BMW 3.0 CSi 1971-1975,BMW,4658.0,1687.0,1361.0,1420.0,1
920,BMW 2002 1968-1975,BMW,4229.0,1590.0,1410.0,1010.0,1
921,1968 BMW 2800 CS,BMW,4658.0,1681.0,1377.0,1350.0,1
922,BMW 1600 1966-1975,BMW,4229.0,1588.0,1410.0,1050.0,1
925,1962 BMW 3200 CS,BMW,4379.0,1720.0,1461.0,1500.0,1
926,1956 BMW 507 TS Coupe,BMW,4397.0,1651.0,1207.0,1465.0,1
930,1955 BMW isetta,BMW,2946.0,1372.0,1422.0,510.0,1
2110,2025 Ford Explorer,FORD,5047.0,2004.0,1768.0,2101.0,2
2115,2023 Ford Ranger Wildtrak X,FORD,5047.0,2004.0,1768.0,2101.0,2
2116,2024 Ford Ranger,FORD,5349.0,2202.0,1890.0,2003.0,2
2117,2024 Ford Ranger Raptor,FORD,5357.0,2007.0,1928.0,2415.0,2
2120,FORD Bronco Raptor 2022-Present,FORD,4851.0,2177.0,1976.0,2600.0,3
2124,2023 Ford Ranger Raptor,FORD,5359.0,2027.0,1925.0,2454.0,2
2128,2022 Ford Maverick,FORD,5072.0,1979.0,1745.0,1692.0,2
2131,FORD Focus,FORD,4851.0,2177.0,1976.0,2600.0,3
2134,FORD Ranger Wildtrak 2021-Present,FORD,4851.0,2177.0,1976.0,2600.0,3
2141,2021 Ford Puma ST,FORD,4227.0,1806.0,1534.0,1394.0,1
2144,FORD Bullitt 2019-2020,FORD,4788.0,1915.0,1379.0,1746.0,2
2148,2019 Ford Ranger,FORD,5354.0,1859.0,1821.0,2133.0,2
2149,2020 Ford Kuga,FORD,4531.0,2085.0,1694.0,1716.0,2
2150,FORD Escape 2019-2022,FORD,4585.0,2174.0,1742.0,3884.0,3
2151,FORD Puma 2019-Present,FORD,4186.0,1806.0,1537.0,1348.0,1
2155,FORD GT 2019-Present,FORD,4798.0,2113.0,1110.0,1385.0,1
2156,FORD Mondeo,FORD,4869.0,2121.0,1501.0,1751.0,2
2160,FORD Raptor Ranger 2018-Present,FORD,5398.0,2179.0,1872.0,2585.0,3
2161,FORD TRANSIT/TOURNEO CONNECT (7-SEATS) 2018-Present,FORD,4818.0,2136.0,1829.0,907.0,1
2163,FORD Ranger Double Cab 2018-2021,FORD,5375.0,2027.0,1836.0,2198.0,2
2164,FORD Fusion,FORD,4872.0,2121.0,1476.0,1800.0,2
2165,2018 Ford Transit Connect Wagon - North American version,FORD,4826.0,2136.0,1819.0,1823.0,2
2171,FORD Figo,FORD,3942.0,1704.0,1524.0,1823.0,2
2173,FORD Everest 2018-2022,FORD,4902.0,1869.0,1836.0,2477.0,2
2174,FORD GT 2017-2019,FORD,4763.0,2113.0,1110.0,1385.0,1
2176,FORD Fiesta 3 doors 2017-Present,FORD,4041.0,1735.0,1476.0,1188.0,1
2177,FORD Fiesta 5 doors 2017-2021,FORD,4041.0,1735.0,1476.0,1207.0,1
2179,FORD EcoSport 2017-Present,FORD,4097.0,1765.0,1654.0,1456.0,1
2180,2017 Ford Turneo Custom,FORD,4973.0,2032.0,1979.0,2400.0,2
2183,FORD Fiesta Active 2017-2021,FORD,4069.0,1755.0,1499.0,1209.0,1
2185,FORD Galaxy 2016-2019,FORD,4849.0,2136.0,1748.0,,
2190,FORD Fiesta ST200 3 Doors 2016-2018,FORD,3975.0,1709.0,1455.0,1100.0,1
2191,FORD Escape 2016-2019,FORD,4524.0,1839.0,1684.0,1708.0,2
2192,FORD Kuga 2016-2019,FORD,4534.0,1839.0,1760.0,1641.0,2
2618,2025 Honda Odyssey,HONDA,,,,,
2619,2025 Honda Civic Si,HONDA,4534.0,1839.0,1760.0,1641.0,2
2626,HONDA HR-V,HONDA,4567.0,1839.0,1610.0,1486.0,1
2629,2023 Honda Civic,HONDA,4595.0,1890.0,1407.0,,
2740,HONDA CR-V,HONDA,4559.0,1781.0,1709.0,1370.0,1
2755,HONDA City,HONDA,4699.0,1791.0,1501.0,1710.0,2
2756,HONDA Accord Sport,HONDA,4697.0,1721.0,1011.0,1823.0,2
2807,HONDA Accord,HONDA,4089.0,1641.0,1290.0,920.0,1
2828,2024 Hyundai Kona Electric,HYUNDAI,4356.0,1826.0,1575.0,,
2830,2024 Hyundai Kona,HYUNDAI,4351.0,1826.0,1585.0,,
2831,2024 Hyundai i20,HYUNDAI,,,,,
2832,2024 Hyundai Ioniq 5 N,HYUNDAI,4714.0,1941.0,1585.0,,
2833,Hyundai Elantra,HYUNDAI,4697.0,1721.0,1011.0,1823.0,2
2835,Hyundai Elantra N,HYUNDAI,4630.0,1864.0,1666.0,1518.0,1
2841,HYUNDAI Ioniq 5 2021-Present,HYUNDAI,4636.0,1890.0,1605.0,,
2842,2022 Hyundai Bayon,HYUNDAI,4181.0,1775.0,1491.0,1145.0,1
2843,2022 Hyundai Santa Cruz,HYUNDAI,4971.0,1905.0,1694.0,,
2844,2021 Hyundai Kona N,HYUNDAI,4214.0,1801.0,1549.0,1510.0,1
2845,2021 Hyundai i20,HYUNDAI,4041.0,1750.0,1450.0,1140.0,1
2847,2020 Hyundai i30 Estate,HYUNDAI,4585.0,1796.0,1466.0,1370.0,1
2848,2021 Hyundai i30,HYUNDAI,4341.0,1796.0,1455.0,,
2849,Hyundai Santa Fe,HYUNDAI,4785.0,1900.0,1684.0,,
2852,HYUNDAI i30 N 2020-Present,HYUNDAI,,,,,
2853,HYUNDAI i20 N 2020-Present,HYUNDAI,4074.0,1750.0,1440.0,1190.0,1
2854,2021 Hyundai Kona Electric,HYUNDAI,4206.0,1801.0,1554.0,,
2855,HYUNDAI Palisade 2019-2022,HYUNDAI,4981.0,1976.0,1750.0,,
2856,2020 Hyundai Sonata,HYUNDAI,4900.0,1859.0,1445.0,,
2857,2020 Hyundai Venue,HYUNDAI,4039.0,1770.0,1565.0,1239.0,1
2858,2020 Hyundai Ioniq,HYUNDAI,4470.0,1821.0,1450.0,1575.0,1
2859,2019 Hyundai i10,HYUNDAI,3670.0,1679.0,1481.0,935.0,1
2860,2020 Hyundai i30 Fastback,HYUNDAI,4455.0,1796.0,1425.0,1365.0,1
2861,HYUNDAI NEXO 2018-Present,HYUNDAI,4671.0,1859.0,1631.0,1810.0,2
2862,HYUNDAI Veloster 2018-Present,HYUNDAI,4293.0,1801.0,1400.0,,
2863,HYUNDAI Veloster N 2018-Present,HYUNDAI,4265.0,1811.0,1394.0,,
2866,HYUNDAI Tucson,HYUNDAI,4475.0,1849.0,1646.0,1842.0,2
2867,2018 Hyundai Kona,HYUNDAI,4181.0,1801.0,1570.0,,
2868,HYUNDAI i20 5-doors  2018-2020,HYUNDAI,4036.0,1735.0,1473.0,1145.0,1
2869,HYUNDAI i20 Active 2018-Present,HYUNDAI,4064.0,1735.0,1473.0,1165.0,1
2870,HYUNDAI i30 Estate 2018-2020,HYUNDAI,4585.0,1796.0,1476.0,1370.0,1
2871,HYUNDAI i40 Wagon 2018-Present,HYUNDAI,4775.0,1816.0,1471.0,1514.0,1
2872,HYUNDAI i30 2018-2020,HYUNDAI,4341.0,1796.0,1455.0,,
2873,HYUNDAI Elantra GT 2017-Present,HYUNDAI,4341.0,1796.0,1466.0,1391.0,1
2874,2017 Hyundai Kona,HYUNDAI,4166.0,1801.0,1565.0,1497.0,1
2875,HYUNDAI i30 Tourer 2017-2019,HYUNDAI,4585.0,1796.0,1466.0,1415.0,1
2876,HYUNDAI i30 Fastback 2017-2019,HYUNDAI,4341.0,1796.0,1425.0,1365.0,1
2877,HYUNDAI i30 N 2017-2020,HYUNDAI,4336.0,1796.0,1448.0,1504.0,1
2878,HYUNDAI Accent,HYUNDAI,4384.0,1730.0,1450.0,1215.0,1
2880,2018 Hyundai Sonata Hybrid,HYUNDAI,4854.0,1864.0,1471.0,1586.0,1
2882,HYUNDAI Ioniq 2016-2019,HYUNDAI,4470.0,1821.0,1450.0,1420.0,1
2883,HYUNDAI i30 2016-2018,HYUNDAI,4341.0,1796.0,1455.0,1293.0,1
2886,HYUNDAI Santa Fe Sport,HYUNDAI,4699.0,1880.0,1674.0,1890.0,2
2887,2017 Hyundai i10,HYUNDAI,3665.0,1661.0,1501.0,989.0,1
2888,HYUNDAI i20 Active 2015-2018,HYUNDAI,4064.0,1735.0,1473.0,1250.0,1
2890,HYUNDAI ix20 2015-2019,HYUNDAI,4115.0,1765.0,1600.0,1281.0,1
2891,HYUNDAI i20 Coupe 2015-2018,HYUNDAI,4046.0,1730.0,1448.0,1280.0,1
2893,HYUNDAI Mistra 2014-Present,HYUNDAI,4709.0,1821.0,1471.0,,
2894,2014 Hyundai i10,HYUNDAI,3665.0,1661.0,1501.0,961.0,1
2895,HYUNDAI Genesis 2014-2016,HYUNDAI,4991.0,1890.0,1481.0,2060.0,2
2896,HYUNDAI i20 2014-2018,HYUNDAI,4036.0,1735.0,1473.0,1165.0,1
2899,HYUNDAI Equus 2013-2016,HYUNDAI,5159.0,1890.0,1491.0,2035.0,2
2900,2013 Hyundai Grand i10,HYUNDAI,3764.0,1661.0,1519.0,,
2902,HYUNDAI Genesis  2013-2016,HYUNDAI,4630.0,1864.0,1384.0,1594.0,1
2903,HYUNDAI Elantra GT 2012-Present,HYUNDAI,4300.0,1781.0,1471.0,1263.0,1
2904,HYUNDAI Elantra Coupe 2012-2014,HYUNDAI,4539.0,1775.0,1435.0,1238.0,1
2906,HYUNDAI i30 2012-Present,HYUNDAI,4300.0,1781.0,1471.0,1385.0,1
2907,HYUNDAI i30 Wagon 2012-2017,HYUNDAI,4486.0,1781.0,1501.0,1423.0,1
2908,HYUNDAI i40 Tourer 2012-2018,HYUNDAI,4770.0,1816.0,1471.0,1638.0,2
2909,2012 Hyindai Grandeur / Azera (HG),HYUNDAI,4910.0,1859.0,1471.0,1680.0,2
2910,HYUNDAI i30 Coupe 2012-Present,HYUNDAI,4300.0,1781.0,1471.0,1421.0,1
2912,HYUNDAI Veloster 2011-2018,HYUNDAI,4219.0,1791.0,1400.0,1295.0,1
2913,HYUNDAI i40 Saloon 2011-2018,HYUNDAI,4740.0,1816.0,1471.0,1620.0,2
2916,HYUNDAI Equus 2010-2013,HYUNDAI,5159.0,1890.0,1491.0,2035.0,2
2919,HYUNDAI ix20 2010-2015,HYUNDAI,4100.0,1765.0,1600.0,1370.0,1
2920,HYUNDAI i20 2009-2014,HYUNDAI,3940.0,1709.0,1491.0,1308.0,1
2921,HYUNDAI ix55 / Veracruz 2009-2012,HYUNDAI,4839.0,1943.0,1806.0,2261.0,2
2925,HYUNDAI Elantra Touring 2009-2012,HYUNDAI,4486.0,1765.0,1519.0,1347.0,1
2926,HYUNDAI i10 2008-2013,HYUNDAI,3566.0,1595.0,1549.0,1010.0,1
2928,HYUNDAI i800 / H-1 2008-2018,HYUNDAI,5126.0,1920.0,1925.0,2238.0,2
2929,HYUNDAI Genesis Coupe 2008-2013,HYUNDAI,4630.0,1864.0,1384.0,1580.0,1
2930,HYUNDAI Genesis 2008-2014,HYUNDAI,4976.0,1890.0,1476.0,1834.0,2
2931,HYUNDAI i30 Estate 2008-2012,HYUNDAI,4501.0,1775.0,1565.0,1448.0,1
2932,HYUNDAI Coupe / Tiburon 2007-2009,HYUNDAI,4399.0,1758.0,1328.0,1339.0,1
2933,HYUNDAI i30 2007-2011,HYUNDAI,4239.0,1778.0,1468.0,1329.0,1
2938,HYUNDAI Getz 3 Doors 2005-2011,HYUNDAI,3820.0,1661.0,1491.0,1087.0,1
2939,HYUNDAI Getz 5 Doors 2005-2011,HYUNDAI,3820.0,1661.0,1491.0,1087.0,1
2945,HYUNDAI Terracan 2004-2007,HYUNDAI,4709.0,1859.0,1801.0,1982.0,2
2946,HYUNDAI Trajet 2004-2008,HYUNDAI,4699.0,1839.0,1760.0,1781.0,2
2947,HYUNDAI Coupe / Tiburon 2004-2007,HYUNDAI,4399.0,1758.0,1328.0,1310.0,1
2951,HYUNDAI XG 2003-2005,HYUNDAI,4879.0,1821.0,1420.0,1650.0,2
2952,HYUNDAI Atos 2003-2005,HYUNDAI,3561.0,1519.0,1570.0,873.0,1
2955,HYUNDAI Getz 3 Doors 2002-2005,HYUNDAI,3810.0,1661.0,1491.0,1104.0,1
2956,HYUNDAI Getz 5 Doors 2002-2005,HYUNDAI,3810.0,1661.0,1491.0,1098.0,1
2958,HYUNDAI Terracan 2001-2004,HYUNDAI,4709.0,1859.0,1801.0,1990.0,2
2959,HYUNDAI Matrix 2001-2010,HYUNDAI,4026.0,1740.0,1636.0,1370.0,1
2960,HYUNDAI Coupe / Tiburon 2001-2004,HYUNDAI,4399.0,1758.0,1328.0,1310.0,1
2962,HYUNDAI Trajet 2000-2004,HYUNDAI,4699.0,1839.0,1760.0,1781.0,2
2965,HYUNDAI Coupe / Tiburon 1999-2001,HYUNDAI,4341.0,1730.0,1300.0,1180.0,1
2969,HYUNDAI XG 1999-2003,HYUNDAI,4859.0,1821.0,1420.0,1579.0,1
2970,1999 Hyundai Atos Prime/Spirit,HYUNDAI,3500.0,1501.0,1580.0,833.0,1
2971,HYUNDAI Lantra Wagon 1999-2001,HYUNDAI,4450.0,1699.0,1400.0,1127.0,1
2972,HYUNDAI Excel 3 Doors 1998-2000,HYUNDAI,4100.0,1621.0,1389.0,929.0,1
2973,HYUNDAI Excel 4 Doors 1998-2000,HYUNDAI,4120.0,1621.0,1389.0,929.0,1
2974,HYUNDAI Excel 5 Doors 1998-2000,HYUNDAI,4100.0,1621.0,1389.0,929.0,1
2976,HYUNDAI Atos Multi 1998-2003,HYUNDAI,3500.0,1501.0,1621.0,798.0,1
2977,HYUNDAI Lantra 1998-2000,HYUNDAI,4450.0,1699.0,1400.0,1127.0,1
2978,HYUNDAI Satellite 1997-2000,HYUNDAI,4699.0,1821.0,1880.0,1822.0,2
2979,HYUNDAI Coupe / Tiburon 1996-1999,HYUNDAI,4341.0,1730.0,1311.0,1180.0,1
2981,HYUNDAI Lantra 1995-1998,HYUNDAI,4420.0,1699.0,1389.0,1127.0,1
2982,HYUNDAI Lantra Wagon 1995-1998,HYUNDAI,4450.0,1699.0,1461.0,1175.0,1
2983,HYUNDAI Excel 3 Doors 1994-1998,HYUNDAI,4100.0,1621.0,1389.0,920.0,1
2984,HYUNDAI Excel 4 Doors 1994-1998,HYUNDAI,4120.0,1621.0,1389.0,925.0,1
2985,HYUNDAI Excel 5 Doors 1994-1998,HYUNDAI,4100.0,1621.0,1389.0,935.0,1
2987,HYUNDAI Lantra 1993-1995,HYUNDAI,4389.0,1689.0,1379.0,1140.0,1
2988,HYUNDAI Scoupe 1992-1996,HYUNDAI,4209.0,1610.0,1341.0,1015.0,1
2989,HYUNDAI Lantra 1991-1993,HYUNDAI,4361.0,1679.0,1379.0,1050.0,1
2990,HYUNDAI Scoupe 1990-1992,HYUNDAI,4209.0,1610.0,1341.0,980.0,1
2991,HYUNDAI Excel 4 Doors 1989-1994,HYUNDAI,4280.0,1610.0,1379.0,950.0,1
3197,Kia K5,KIA,4905.0,1859.0,1445.0,1493.0,1
3205,KIA Sportage HEV  2022-Present,KIA,4661.0,1864.0,1661.0,1693.0,2
3210,KIA K3,KIA,4481.0,1854.0,1636.0,1499.0,1
3212,KIA Forte,KIA,4641.0,1801.0,1435.0,1366.0,1
3213,KIA Sorento,KIA,4811.0,1900.0,1694.0,1715.0,2
3220,Kia xCeed,KIA,4394.0,1826.0,1491.0,1365.0,1
3225,KIA Optima Sportswagon 2018-Present,KIA,4854.0,1859.0,1471.0,1680.0,2
3226,KIA Carnival/Sedona  2018-2021,KIA,5116.0,1984.0,1740.0,2014.0,2
3229,KIA Optima (US) 2018-2020,KIA,4854.0,1859.0,1466.0,1614.0,2
3230,KIA Morning,KIA,4481.0,1854.0,1636.0,1768.0,2
3231,2019 Kia ProCeed,KIA,4605.0,1801.0,1422.0,1465.0,1
3233,KIA Seltos,KIA,4374.0,1806.0,1560.0,1646.0,2
3241,KIA Optima 2016-2019,KIA,4854.0,1859.0,1466.0,1605.0,2
3243,KIA Niro 2016-2019,KIA,4356.0,1801.0,1534.0,1500.0,1
3244,KIA Rio 2016-2018,KIA,4064.0,1725.0,1450.0,,
3245,KIA Forte 2016-2018,KIA,4559.0,1781.0,1430.0,1319.0,1
3246,KIA Forte 5 Door 2016-Present,KIA,4351.0,1781.0,1450.0,1387.0,1
3247,KIA Optima Sportswagon 2016-2018,KIA,4854.0,1859.0,1461.0,1580.0,1
3248,KIA Carens 2016-2018,KIA,4524.0,1806.0,1610.0,1649.0,2
3249,KIA Picanto 5 doors 2015-2017,KIA,3594.0,1595.0,1481.0,885.0,1
3250,KIA Picanto 3 doors 2015-2017,KIA,3594.0,1595.0,1481.0,835.0,1
3251,KIA cee'd 2015-Present,KIA,4310.0,1781.0,1471.0,1291.0,1
3252,KIA Carnival/Sedona  2015-2018,KIA,5116.0,1984.0,1740.0,2002.0,2
3253,2015 Kia Sportage,KIA,4481.0,1854.0,1636.0,1768.0,2
3255,KIA Venga 2014-2019,KIA,4074.0,1765.0,1600.0,1356.0,1
3256,2014 Kia Forte,KIA,4559.0,1781.0,1430.0,1318.0,1
3257,KIA K7 / Cadenza 2013-2016,KIA,4966.0,1849.0,1476.0,1665.0,2
3258,KIA pro_cee’d GT 2013-Present,KIA,4310.0,1781.0,1430.0,1359.0,1
3259,KIA Forte 5 Door 2013-2016,KIA,4351.0,1781.0,1450.0,1372.0,1
3260,KIA Sportage 2013-2015,KIA,4440.0,1854.0,1636.0,1676.0,2
3261,2014 Kia Forte Koup,KIA,4529.0,1781.0,1410.0,1353.0,1
3262,KIA Cerato/Forte 2013-Present,KIA,4559.0,1781.0,1445.0,1287.0,1
3263,2013 Kia pro_cee'd,KIA,4310.0,1781.0,1430.0,1490.0,1
3264,KIA Rondo 2013-Present,KIA,4524.0,1806.0,1610.0,1481.0,1
3265,KIA Carens 2013-2016,KIA,4524.0,1806.0,1610.0,1481.0,1
3266,2012 Kia Rio 3 Doors,KIA,4046.0,1720.0,1455.0,1293.0,1
3267,KIA K9 / K900 2012-2018,KIA,5090.0,1900.0,1491.0,2066.0,2
3268,2012 Kia cee'd,KIA,4310.0,1781.0,1471.0,1385.0,1
3269,2012 Kia cee'd Sportswagon,KIA,4506.0,1781.0,1486.0,1441.0,1
3270,2012 Kia Soul,KIA,4140.0,1801.0,1593.0,1490.0,1
3271,KIA Rio 5 doors 2011-2016,KIA,4046.0,1720.0,1455.0,1293.0,1
3272,2011 Kia Picanto 5 doors,KIA,3594.0,1595.0,1481.0,1030.0,1
3273,2011 Kia Picanto - 3 doors,KIA,3594.0,1595.0,1481.0,850.0,1
3274,2011 Kia Rio Sedan,KIA,4366.0,1720.0,1455.0,11166.0,3
3275,KIA Sportage 2010-2013,KIA,4440.0,1854.0,1636.0,1600.0,2
3276,KIA Optima / K5 2010-2016,KIA,4844.0,1829.0,1455.0,1662.0,2
3277,KIA Forte 5 Door 2010-2012,KIA,4341.0,1775.0,1461.0,1335.0,1
3278,KIA Forte 2009-2013,KIA,4529.0,1775.0,1461.0,1315.0,1
3279,2010 Kia Forte Koup,KIA,4481.0,1765.0,1400.0,1390.0,1
3280,KIA Borrego 2009-Present,KIA,4879.0,1915.0,1811.0,2096.0,2
3281,KIA Rio Sedan 2009-2011,KIA,4239.0,1694.0,1471.0,1100.0,1
3282,KIA Rio Hatchback 2009-2011,KIA,4239.0,1694.0,1471.0,1146.0,1
3284,KIA cee'd 2009-2012,KIA,4265.0,1791.0,1481.0,1458.0,1
3285,KIA Venga 2009-2014,KIA,4067.0,1765.0,1600.0,1294.0,1
3286,KIA Carens 2008-2013,KIA,4540.0,1800.0,1650.0,1552.0,1
3287,KIA Sportage 2008-2010,KIA,4351.0,1801.0,1694.0,1587.0,1
3288,KIA Soul 2008-2013,KIA,4105.0,1786.0,1610.0,1360.0,1
3289,KIA Rondo 2008-2013,KIA,4547.0,1821.0,1651.0,1596.0,1
3290,KIA Optima / Magentis 2008-2010,KIA,4801.0,1806.0,1481.0,1603.0,2
3291,KIA cee'd 2007-2009,KIA,4234.0,1791.0,1481.0,1458.0,1
3292,KIA cee'd Sport Wagon 2007-2012,KIA,4470.0,1791.0,1519.0,1413.0,1
3293,KIA Pro cee'd 2007-2013,KIA,4249.0,1791.0,1450.0,1440.0,1
3294,KIA Opirus/Amanti 2007-2010,KIA,5001.0,1849.0,1486.0,1700.0,2
3295,KIA Picanto 2007-2011,KIA,3536.0,1595.0,1481.0,984.0,1
3302,KIA Rio Sedan 2005-2008,KIA,4239.0,1694.0,1471.0,1131.0,1
3303,KIA Rio Hatchback 2005-2008,KIA,3990.0,1694.0,1471.0,1146.0,1
3304,KIA Picanto 2004-2007,KIA,3500.0,1600.0,1480.0,945.0,1
